GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,SEASON,PLAYER_A_ID,PLAYER_B_ID,GP,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,OREB_PCT,DREB_PCT,TS_PCT,PACE,PIE
-203076-1629020-,A. Davis - J. Vanderbilt,1610612747,LAL,2022-23,203076,1629020,24,488.0,113.6,110.0,3.6,0.598,0.305,0.714,0.586,101.89,0.528
-1628971-1630538-,B. Brown - B. Hyland,1610612743,DEN,2022-23,1628971,1630538,41,488.0,107.5,118.9,-11.4,0.605,0.302,0.672,0.565,98.58,0.438
-1627814-1629006-,D. Lee - J. Okogie,1610612756,PHX,2022-23,1627814,1629006,54,488.0,105.6,102.6,3.0,0.656,0.36,0.685,0.549,103.76,0.509
-203081-1630570-,D. Lillard - T. Watford,1610612757,POR,2022-23,203081,1630570,38,488.0,118.0,116.1,1.9,0.576,0.27,0.704,0.618,101.74,0.497
-1630228-1630237-,J. Kuminga - A. Lamb,1610612744,GSW,2022-23,1630228,1630237,50,488.0,116.3,109.9,6.4,0.715,0.273,0.686,0.635,101.5,0.527
-1626168-1627734-,T. Lyles - D. Sabonis,1610612758,SAC,2022-23,1626168,1627734,67,488.0,117.8,114.6,3.2,0.642,0.289,0.724,0.614,102.23,0.505
-1628386-1630205-,J. Allen - L. Stevens,1610612739,CLE,2022-23,1628386,1630205,43,487.0,114.9,109.5,5.4,0.594,0.291,0.732,0.607,96.39,0.546
-1629652-1630598-,L. Dort - A. Wiggins,1610612760,OKC,2022-23,1629652,1630598,56,487.0,114.6,115.2,-0.5,0.54,0.308,0.678,0.577,102.62,0.494
-1629003-1630194-,S. Milton - P. Reed,1610612755,PHI,2022-23,1629003,1630194,60,487.0,114.0,106.3,7.6,0.586,0.335,0.727,0.588,102.54,0.527
-1629014-1630570-,A. Simons - T. Watford,1610612757,POR,2022-23,1629014,1630570,42,485.0,110.3,112.9,-2.6,0.546,0.284,0.688,0.591,100.06,0.472
-1626166-1629028-,C. Payne - D. Ayton,1610612756,PHX,2022-23,1626166,1629028,38,485.0,116.9,116.0,0.9,0.652,0.304,0.685,0.586,99.27,0.501
-1626174-1628467-,C. Wood - M. Kleber,1610612742,DAL,2022-23,1626174,1628467,33,485.0,110.8,112.2,-1.4,0.554,0.223,0.713,0.6,99.71,0.485
-201572-203114-,B. Lopez - K. Middleton,1610612749,MIL,2022-23,201572,203114,31,484.0,118.3,106.6,11.7,0.598,0.268,0.753,0.623,106.14,0.575
-1629669-1630183-,J. Nowell - J. McDaniels,1610612750,MIN,2022-23,1629669,1630183,56,483.0,116.1,108.2,7.9,0.582,0.257,0.72,0.614,105.55,0.526
-203082-1630175-,T. Ross - C. Anthony,1610612753,ORL,2022-23,203082,1630175,27,483.0,112.2,114.0,-1.9,0.554,0.254,0.69,0.578,99.35,0.478
-203078-1626153-,B. Beal - D. Wright,1610612764,WAS,2022-23,203078,1626153,33,482.0,111.1,109.9,1.2,0.624,0.309,0.727,0.59,98.83,0.528
-1628991-1629634-,J. Jackson Jr. - B. Clarke,1610612763,MEM,2022-23,1628991,1629634,39,482.0,113.9,101.5,12.4,0.645,0.302,0.693,0.576,104.36,0.576
-1630166-1630692-,D. Avdija - J. Goodwin,1610612764,WAS,2022-23,1630166,1630692,49,481.0,108.3,113.1,-4.8,0.574,0.29,0.731,0.568,101.26,0.48
-203497-1629669-,R. Gobert - J. Nowell,1610612750,MIN,2022-23,203497,1629669,53,481.0,104.1,107.2,-3.1,0.585,0.294,0.675,0.56,103.52,0.495
-204456-1626167-,T. McConnell - M. Turner,1610612754,IND,2022-23,204456,1626167,57,481.0,110.0,113.0,-3.0,0.629,0.243,0.68,0.587,105.38,0.487
-1627827-1629661-,D. Finney-Smith - C. Johnson,1610612751,BKN,2022-23,1627827,1629661,24,480.0,114.2,111.1,3.1,0.597,0.243,0.698,0.58,99.04,0.52
-1627814-1629028-,D. Lee - D. Ayton,1610612756,PHX,2022-23,1627814,1629028,57,480.0,111.0,108.7,2.4,0.668,0.296,0.748,0.57,102.36,0.51
-201935-1627777-,J. Harden - G. Niang,1610612755,PHI,2022-23,201935,1627777,54,480.0,118.4,109.8,8.7,0.601,0.263,0.711,0.614,98.29,0.524
-1630526-1630581-,J. Robinson-Earl - J. Giddey,1610612760,OKC,2022-23,1630526,1630581,36,480.0,112.1,117.5,-5.4,0.6,0.296,0.698,0.566,104.14,0.479
-1629012-1631117-,C. Sexton - W. Kessler,1610612762,UTA,2022-23,1629012,1631117,42,479.0,112.6,112.8,-0.3,0.55,0.35,0.701,0.56,103.76,0.485
-1627814-1630688-,D. Lee - I. Wainright,1610612756,PHX,2022-23,1627814,1630688,48,479.0,108.1,102.3,5.8,0.632,0.361,0.727,0.558,102.93,0.52
-1628973-1630579-,J. Brunson - J. Sims,1610612752,NYK,2022-23,1628973,1630579,39,479.0,110.6,118.6,-7.9,0.485,0.28,0.72,0.556,96.83,0.446
-201950-203114-,J. Holiday - K. Middleton,1610612749,MIL,2022-23,201950,203114,29,479.0,116.5,107.6,8.9,0.589,0.268,0.771,0.609,106.35,0.563
-202692-1631105-,A. Burks - J. Duren,1610612765,DET,2022-23,202692,1631105,42,478.0,111.2,112.2,-1.0,0.561,0.297,0.699,0.576,102.41,0.487
-1627863-1629003-,D. House Jr. - S. Milton,1610612755,PHI,2022-23,1627863,1629003,48,478.0,111.3,112.5,-1.2,0.611,0.255,0.691,0.603,103.0,0.499
-1629641-1630200-,R. Langford - T. Jones,1610612759,SAS,2022-23,1629641,1630200,40,478.0,108.0,115.2,-7.2,0.586,0.338,0.717,0.537,103.04,0.469
-1630583-1631223-,S. Aldama - D. Roddy,1610612763,MEM,2022-23,1630583,1631223,55,477.0,106.5,112.2,-5.7,0.63,0.31,0.719,0.551,104.4,0.48
-203992-1630552-,B. Bogdanovic - J. Johnson,1610612737,ATL,2022-23,203992,1630552,42,476.0,114.1,109.5,4.6,0.585,0.29,0.702,0.585,103.1,0.516
-203944-1630579-,J. Randle - J. Sims,1610612752,NYK,2022-23,203944,1630579,39,476.0,112.5,119.4,-6.8,0.494,0.298,0.734,0.561,96.68,0.447
-202685-1629627-,J. Valanciunas - Z. Williamson,1610612740,NOP,2022-23,202685,1629627,29,476.0,112.8,108.9,3.9,0.577,0.315,0.74,0.563,102.02,0.517
-202681-203552-,K. Irving - S. Curry,1610612751,BKN,2022-23,202681,203552,29,476.0,114.8,111.7,3.1,0.592,0.223,0.7,0.611,99.36,0.518
-203471-1629022-,D. Schroder - L. Walker IV,1610612747,LAL,2022-23,203471,1629022,38,475.0,107.9,116.6,-8.7,0.62,0.215,0.716,0.578,102.88,0.467
-203084-1626168-,H. Barnes - T. Lyles,1610612758,SAC,2022-23,203084,1626168,66,475.0,120.8,105.6,15.3,0.584,0.313,0.717,0.626,104.64,0.593
-1626162-1630208-,K. Oubre Jr. - N. Richards,1610612766,CHA,2022-23,1626162,1630208,45,475.0,106.9,111.4,-4.5,0.533,0.309,0.728,0.534,102.02,0.46
-201942-201976-,D. DeRozan - P. Beverley,1610612741,CHI,2022-23,201942,201976,21,474.0,108.4,109.6,-1.2,0.591,0.188,0.758,0.566,95.81,0.494
-1629652-1630197-,L. Dort - A. Pokusevski,1610612760,OKC,2022-23,1629652,1630197,32,474.0,105.0,118.8,-13.8,0.574,0.291,0.704,0.539,104.3,0.428
-203926-1629640-,D. McDermott - K. Johnson,1610612759,SAS,2022-23,203926,1629640,51,472.0,109.2,116.6,-7.4,0.655,0.313,0.684,0.571,105.64,0.47
-1629630-1629634-,J. Morant - B. Clarke,1610612763,MEM,2022-23,1629630,1629634,48,472.0,110.9,106.6,4.3,0.619,0.29,0.707,0.569,105.73,0.509
-1626159-1629014-,J. Winslow - A. Simons,1610612757,POR,2022-23,1626159,1629014,27,472.0,108.4,110.1,-1.7,0.594,0.291,0.707,0.566,99.05,0.485
-1629652-1630526-,L. Dort - J. Robinson-Earl,1610612760,OKC,2022-23,1629652,1630526,37,472.0,110.3,114.8,-4.5,0.571,0.296,0.683,0.557,104.27,0.473
-1628374-1630534-,L. Markkanen - O. Agbaji,1610612762,UTA,2022-23,1628374,1630534,32,471.0,121.5,113.6,7.9,0.622,0.364,0.767,0.601,102.27,0.532
-203926-1626196-,D. McDermott - J. Richardson,1610612759,SAS,2022-23,203926,1626196,39,470.0,107.9,114.8,-6.9,0.623,0.301,0.69,0.573,104.81,0.465
-1629723-1631223-,J. Konchar - D. Roddy,1610612763,MEM,2022-23,1629723,1631223,52,470.0,108.7,108.3,0.5,0.623,0.348,0.694,0.542,102.75,0.506
-1628971-1630192-,B. Brown - Z. Nnaji,1610612743,DEN,2022-23,1628971,1630192,44,469.0,103.5,107.0,-3.5,0.575,0.317,0.688,0.533,97.28,0.464
-1629021-1630591-,M. Wagner - J. Suggs,1610612753,ORL,2022-23,1629021,1630591,36,469.0,108.2,108.0,0.2,0.596,0.279,0.701,0.563,103.12,0.507
-1628972-1629022-,T. Brown Jr. - L. Walker IV,1610612747,LAL,2022-23,1628972,1629022,46,469.0,105.9,115.2,-9.3,0.592,0.243,0.71,0.575,104.59,0.468
-1628378-1629731-,D. Mitchell - D. Wade,1610612739,CLE,2022-23,1628378,1629731,34,468.0,111.4,104.8,6.6,0.555,0.287,0.736,0.573,99.4,0.516
-203471-1629060-,D. Schroder - R. Hachimura,1610612747,LAL,2022-23,203471,1629060,31,468.0,112.2,103.4,8.8,0.609,0.26,0.766,0.586,103.61,0.56
-201942-203083-,D. DeRozan - A. Drummond,1610612741,CHI,2022-23,201942,203083,60,467.0,112.8,106.1,6.8,0.487,0.314,0.715,0.58,102.41,0.532
-1629026-1630544-,K. Williams - T. Mann,1610612760,OKC,2022-23,1629026,1630544,46,467.0,107.4,109.2,-1.8,0.565,0.288,0.683,0.545,101.09,0.477
-1627936-1630245-,A. Caruso - A. Dosunmu,1610612741,CHI,2022-23,1627936,1630245,60,466.0,110.1,107.9,2.2,0.585,0.247,0.739,0.594,101.68,0.515
-1627741-1630543-,B. Hield - I. Jackson,1610612754,IND,2022-23,1627741,1630543,55,465.0,108.5,115.4,-6.9,0.645,0.317,0.683,0.561,104.47,0.457
-1630214-1630583-,X. Tillman - S. Aldama,1610612763,MEM,2022-23,1630214,1630583,50,465.0,106.4,109.7,-3.3,0.588,0.263,0.688,0.551,103.27,0.474
-1630529-1630631-,H. Jones - J. Alvarado,1610612740,NOP,2022-23,1630529,1630631,45,464.0,113.1,111.6,1.4,0.6,0.312,0.696,0.592,100.75,0.516
-1630191-1631105-,I. Stewart - J. Duren,1610612765,DET,2022-23,1630191,1631105,34,464.0,106.9,119.6,-12.7,0.628,0.29,0.722,0.564,99.81,0.437
-1628380-1631110-,Z. Collins - J. Sochan,1610612759,SAS,2022-23,1628380,1631110,41,464.0,112.2,116.9,-4.7,0.679,0.28,0.677,0.571,104.76,0.486
-1629312-1629639-,H. Highsmith - T. Herro,1610612748,MIA,2022-23,1629312,1629639,36,463.0,105.2,109.3,-4.0,0.579,0.272,0.696,0.55,97.33,0.474
-202692-1628977-,A. Burks - H. Diallo,1610612765,DET,2022-23,202692,1628977,36,462.0,113.3,108.5,4.9,0.535,0.279,0.694,0.594,104.4,0.525
-1628368-1629002-,D. Fox - C. Metu,1610612758,SAC,2022-23,1628368,1629002,52,462.0,117.8,110.3,7.5,0.574,0.272,0.727,0.617,106.42,0.536
-1630193-1630579-,I. Quickley - J. Sims,1610612752,NYK,2022-23,1630193,1630579,49,462.0,108.4,110.0,-1.6,0.515,0.321,0.721,0.558,96.72,0.484
-201587-202694-,N. Batum - M. Morris Sr.,1610612746,LAC,2022-23,201587,202694,51,462.0,116.7,106.6,10.1,0.547,0.286,0.772,0.61,101.16,0.537
-1630567-1631132-,S. Barnes - C. Koloko,1610612761,TOR,2022-23,1630567,1631132,46,462.0,115.7,104.8,10.9,0.553,0.321,0.707,0.574,101.55,0.548
-201976-1628972-,P. Beverley - T. Brown Jr.,1610612747,LAL,2022-23,201976,1628972,37,461.0,116.1,114.2,1.9,0.588,0.261,0.731,0.589,100.6,0.513
-1627814-1628470-,D. Lee - T. Craig,1610612756,PHX,2022-23,1627814,1628470,62,460.0,110.2,109.8,0.5,0.654,0.359,0.727,0.562,101.72,0.508
-203497-1627752-,R. Gobert - T. Prince,1610612750,MIN,2022-23,203497,1627752,46,460.0,107.3,109.8,-2.5,0.59,0.286,0.726,0.58,103.77,0.494
-201566-201976-,R. Westbrook - P. Beverley,1610612747,LAL,2022-23,201566,201976,42,460.0,111.8,111.9,-0.1,0.62,0.272,0.726,0.589,106.49,0.502
-201939-1630228-,S. Curry - J. Kuminga,1610612744,GSW,2022-23,201939,1630228,41,460.0,111.9,120.5,-8.6,0.66,0.282,0.674,0.613,105.25,0.477
-201144-1631117-,M. Conley - W. Kessler,1610612762,UTA,2022-23,201144,1631117,36,459.0,118.7,112.8,5.8,0.61,0.34,0.72,0.592,99.77,0.525
-201976-1628418-,P. Beverley - T. Bryant,1610612747,LAL,2022-23,201976,1628418,31,459.0,113.5,116.4,-2.9,0.58,0.226,0.729,0.602,102.31,0.49
-1628384-1631132-,O. Anunoby - C. Koloko,1610612761,TOR,2022-23,1628384,1631132,43,458.0,114.0,103.9,10.1,0.535,0.359,0.72,0.56,102.16,0.54
-1628988-1630168-,A. Holiday - O. Okongwu,1610612737,ATL,2022-23,1628988,1630168,49,457.0,109.6,107.0,2.7,0.549,0.268,0.707,0.564,102.76,0.513
-1628372-1630208-,D. Smith Jr. - N. Richards,1610612766,CHA,2022-23,1628372,1630208,40,457.0,105.5,102.6,2.8,0.569,0.266,0.732,0.557,103.79,0.536
-1628984-1630230-,D. Graham - N. Marshall,1610612740,NOP,2022-23,1628984,1630230,47,455.0,113.6,106.7,6.8,0.662,0.27,0.752,0.583,101.95,0.536
-203482-1627736-,K. Olynyk - M. Beasley,1610612762,UTA,2022-23,203482,1627736,40,455.0,112.6,118.4,-5.8,0.591,0.265,0.664,0.601,102.34,0.468
-1629634-1630217-,B. Clarke - D. Bane,1610612763,MEM,2022-23,1629634,1630217,35,454.0,112.2,107.3,4.9,0.626,0.27,0.669,0.578,105.1,0.525
-201569-1631106-,E. Gordon - T. Eason,1610612745,HOU,2022-23,201569,1631106,47,454.0,103.0,109.6,-6.6,0.58,0.359,0.73,0.53,105.57,0.476
-1628365-1630175-,M. Fultz - C. Anthony,1610612753,ORL,2022-23,1628365,1630175,51,454.0,108.2,116.5,-8.3,0.572,0.304,0.734,0.567,101.96,0.455
-201566-1629117-,R. Westbrook - W. Gabriel,1610612747,LAL,2022-23,201566,1629117,38,453.0,114.7,110.4,4.3,0.572,0.31,0.697,0.584,104.79,0.536
-1628976-1630591-,W. Carter Jr. - J. Suggs,1610612753,ORL,2022-23,1628976,1630591,42,453.0,105.9,105.3,0.5,0.576,0.292,0.755,0.576,102.91,0.505
-1629673-1630541-,J. Poole - M. Moody,1610612744,GSW,2022-23,1629673,1630541,57,452.0,106.8,108.6,-1.8,0.631,0.285,0.712,0.584,105.19,0.492
-1628976-1630175-,W. Carter Jr. - C. Anthony,1610612753,ORL,2022-23,1628976,1630175,42,452.0,107.7,115.4,-7.7,0.583,0.315,0.715,0.566,100.22,0.463
-1628392-1628404-,I. Hartenstein - J. Hart,1610612752,NYK,2022-23,1628392,1628404,25,451.0,121.8,107.6,14.3,0.551,0.304,0.784,0.624,101.15,0.564
-201145-1627750-,J. Green - J. Murray,1610612743,DEN,2022-23,201145,1627750,43,451.0,106.8,116.0,-9.3,0.581,0.281,0.701,0.561,97.69,0.462
-202330-1631109-,G. Hayward - M. Williams,1610612766,CHA,2022-23,202330,1631109,27,450.0,109.7,109.5,0.1,0.594,0.238,0.746,0.572,102.98,0.513
-1629723-1630217-,J. Konchar - D. Bane,1610612763,MEM,2022-23,1629723,1630217,49,450.0,114.9,104.1,10.8,0.628,0.303,0.674,0.589,104.97,0.568
-1626149-1629003-,M. Harrell - S. Milton,1610612755,PHI,2022-23,1626149,1629003,51,450.0,109.1,107.2,1.9,0.526,0.261,0.698,0.581,102.27,0.499
-201587-202704-,N. Batum - R. Jackson,1610612746,LAC,2022-23,201587,202704,46,450.0,108.6,104.7,3.9,0.577,0.276,0.697,0.572,102.07,0.508
-1627936-1629632-,A. Caruso - C. White,1610612741,CHI,2022-23,1627936,1629632,52,449.0,111.5,104.3,7.2,0.56,0.288,0.707,0.593,102.38,0.546
-203110-1630237-,D. Green - A. Lamb,1610612744,GSW,2022-23,203110,1630237,50,449.0,112.9,102.0,10.8,0.698,0.294,0.732,0.612,104.14,0.556
-201152-1630567-,T. Young - S. Barnes,1610612761,TOR,2022-23,201152,1630567,49,449.0,110.3,110.2,0.1,0.538,0.329,0.672,0.555,99.68,0.492
-1630198-1630598-,I. Joe - A. Wiggins,1610612760,OKC,2022-23,1630198,1630598,53,448.0,113.8,109.5,4.3,0.567,0.291,0.67,0.6,104.45,0.522
-1629655-1630692-,D. Gafford - J. Goodwin,1610612764,WAS,2022-23,1629655,1630692,49,447.0,109.4,110.6,-1.3,0.54,0.329,0.7,0.562,102.24,0.492
-1627734-1629056-,D. Sabonis - T. Davis,1610612758,SAC,2022-23,1627734,1629056,51,447.0,117.7,108.1,9.6,0.654,0.245,0.762,0.625,103.39,0.541
-203085-203497-,A. Rivers - R. Gobert,1610612750,MIN,2022-23,203085,203497,41,446.0,103.8,110.8,-7.0,0.553,0.269,0.709,0.579,102.28,0.464
-1630224-1630586-,J. Green - U. Garuba,1610612745,HOU,2022-23,1630224,1630586,63,444.0,103.9,118.7,-14.7,0.559,0.38,0.702,0.551,104.95,0.411
-202681-1629029-,K. Irving - L. Doncic,1610612742,DAL,2022-23,202681,1629029,16,444.0,119.2,115.0,4.2,0.552,0.202,0.712,0.632,99.42,0.498
-1626172-1630228-,K. Looney - J. Kuminga,1610612744,GSW,2022-23,1626172,1630228,58,444.0,113.8,114.6,-0.7,0.64,0.318,0.708,0.599,103.21,0.493
-1628977-1630165-,H. Diallo - K. Hayes,1610612765,DET,2022-23,1628977,1630165,51,443.0,104.3,108.4,-4.1,0.598,0.262,0.722,0.569,105.7,0.492
-201567-1626224-,K. Love - C. Osman,1610612739,CLE,2022-23,201567,1626224,37,443.0,116.9,110.6,6.3,0.634,0.285,0.684,0.612,99.3,0.549
-1627763-1628436-,M. Brogdon - L. Kornet,1610612738,BOS,2022-23,1627763,1628436,46,443.0,110.7,104.2,6.5,0.592,0.283,0.758,0.585,102.09,0.542
-201566-202695-,R. Westbrook - K. Leonard,1610612746,LAC,2022-23,201566,202695,18,443.0,114.9,111.6,3.3,0.603,0.246,0.746,0.603,102.08,0.518
-204456-1630188-,T. McConnell - J. Smith,1610612754,IND,2022-23,204456,1630188,54,443.0,115.0,107.2,7.8,0.643,0.33,0.71,0.599,104.64,0.548
-203076-1626156-,A. Davis - D. Russell,1610612747,LAL,2022-23,203076,1626156,16,442.0,119.9,107.6,12.3,0.597,0.31,0.738,0.606,100.12,0.575
-1627832-1631132-,F. VanVleet - C. Koloko,1610612761,TOR,2022-23,1627832,1631132,43,441.0,109.6,104.5,5.1,0.548,0.337,0.724,0.53,100.0,0.513
-1629667-1630208-,J. McDaniels - N. Richards,1610612766,CHA,2022-23,1629667,1630208,37,441.0,103.8,110.7,-6.9,0.547,0.328,0.663,0.537,102.84,0.483
-202694-1626181-,M. Morris Sr. - N. Powell,1610612746,LAC,2022-23,202694,1626181,45,441.0,109.1,112.0,-2.9,0.549,0.236,0.745,0.589,101.42,0.475
-1630544-1630581-,T. Mann - J. Giddey,1610612760,OKC,2022-23,1630544,1630581,56,441.0,100.3,111.9,-11.6,0.554,0.273,0.681,0.519,104.06,0.411
-1629027-1630552-,T. Young - J. Johnson,1610612737,ATL,2022-23,1629027,1630552,59,441.0,110.7,110.2,0.4,0.577,0.303,0.643,0.569,109.8,0.503
-203925-1627732-,J. Harris - B. Simmons,1610612751,BKN,2022-23,203925,1627732,36,440.0,112.7,112.8,-0.1,0.685,0.194,0.655,0.615,101.53,0.495
-1626156-1629669-,D. Russell - J. Nowell,1610612750,MIN,2022-23,1626156,1629669,51,439.0,109.3,111.0,-1.6,0.596,0.247,0.682,0.588,105.99,0.492
-203500-1630217-,S. Adams - D. Bane,1610612763,MEM,2022-23,203500,1630217,24,439.0,120.0,102.9,17.1,0.59,0.396,0.741,0.569,102.96,0.582
-1627752-1629669-,T. Prince - J. Nowell,1610612750,MIN,2022-23,1627752,1629669,39,438.0,113.0,111.4,1.5,0.611,0.261,0.691,0.601,107.41,0.504
-203115-1628398-,W. Barton - K. Kuzma,1610612764,WAS,2022-23,203115,1628398,34,438.0,102.8,110.4,-7.6,0.582,0.288,0.709,0.539,103.29,0.455
-1626156-1629675-,D. Russell - N. Reid,1610612750,MIN,2022-23,1626156,1629675,45,437.0,108.6,113.8,-5.2,0.594,0.216,0.667,0.59,105.04,0.461
-1629614-1630543-,A. Nembhard - I. Jackson,1610612754,IND,2022-23,1629614,1630543,54,436.0,108.5,116.3,-7.8,0.68,0.312,0.667,0.563,106.77,0.463
-203506-1628997-,V. Oladipo - C. Martin,1610612748,MIA,2022-23,203506,1628997,33,436.0,107.0,112.1,-5.2,0.641,0.252,0.717,0.578,98.49,0.465
-1629630-1630214-,J. Morant - X. Tillman,1610612763,MEM,2022-23,1629630,1630214,29,435.0,111.0,106.0,5.0,0.582,0.248,0.728,0.566,104.15,0.52
-1630230-1630529-,N. Marshall - H. Jones,1610612740,NOP,2022-23,1630230,1630529,53,435.0,114.4,113.8,0.5,0.629,0.306,0.715,0.59,100.83,0.505
-1628983-1630526-,S. Gilgeous-Alexander - J. Robinson-Earl,1610612760,OKC,2022-23,1628983,1630526,32,434.0,112.1,114.9,-2.8,0.578,0.288,0.675,0.576,105.51,0.489
-203915-1630182-,S. Dinwiddie - J. Green,1610612742,DAL,2022-23,203915,1630182,34,432.0,105.8,109.5,-3.7,0.619,0.201,0.705,0.556,95.66,0.466
-1630544-1631114-,T. Mann - J. Williams,1610612760,OKC,2022-23,1630544,1631114,52,432.0,102.9,106.3,-3.4,0.541,0.29,0.646,0.53,104.09,0.458
-203085-1629675-,A. Rivers - N. Reid,1610612750,MIN,2022-23,203085,1629675,42,431.0,107.6,115.6,-8.0,0.55,0.228,0.641,0.581,103.05,0.453
-203897-1627884-,Z. LaVine - D. Jones Jr.,1610612741,CHI,2022-23,203897,1627884,54,431.0,111.2,106.1,5.1,0.584,0.293,0.712,0.587,102.86,0.535
-1627827-1629651-,D. Finney-Smith - N. Claxton,1610612751,BKN,2022-23,1627827,1629651,24,430.0,112.9,110.2,2.7,0.643,0.256,0.701,0.579,99.22,0.528
-1628436-1629684-,L. Kornet - G. Williams,1610612738,BOS,2022-23,1628436,1629684,57,430.0,109.1,112.2,-3.1,0.605,0.315,0.756,0.573,102.02,0.48
-1631101-1631133-,S. Sharpe - J. Walker,1610612757,POR,2022-23,1631101,1631133,51,430.0,105.2,114.8,-9.5,0.58,0.269,0.692,0.575,103.38,0.451
-1626168-1629002-,T. Lyles - C. Metu,1610612758,SAC,2022-23,1626168,1629002,51,430.0,114.9,109.7,5.2,0.595,0.294,0.693,0.606,105.14,0.531
-202330-1630208-,G. Hayward - N. Richards,1610612766,CHA,2022-23,202330,1630208,36,429.0,109.4,111.0,-1.7,0.616,0.303,0.728,0.559,101.12,0.505
-1626204-1628984-,L. Nance Jr. - D. Graham,1610612740,NOP,2022-23,1626204,1628984,43,428.0,110.3,102.8,7.5,0.677,0.245,0.769,0.582,102.31,0.533
-1630544-1630598-,T. Mann - A. Wiggins,1610612760,OKC,2022-23,1630544,1630598,50,428.0,107.4,107.5,0.0,0.577,0.268,0.698,0.554,102.57,0.479
-1629656-1630579-,Q. Grimes - J. Sims,1610612752,NYK,2022-23,1629656,1630579,38,427.0,109.5,114.6,-5.1,0.506,0.266,0.772,0.566,96.33,0.455
-201152-1627832-,T. Young - F. VanVleet,1610612761,TOR,2022-23,201152,1627832,42,427.0,111.6,113.8,-2.2,0.534,0.331,0.734,0.544,98.26,0.467
-1627747-1629731-,C. LeVert - D. Wade,1610612739,CLE,2022-23,1627747,1629731,34,426.0,105.8,101.1,4.7,0.597,0.255,0.718,0.561,99.66,0.522
-203937-1629669-,K. Anderson - J. Nowell,1610612750,MIN,2022-23,203937,1629669,49,426.0,107.8,107.0,0.8,0.589,0.243,0.685,0.573,105.5,0.511
-202681-1630182-,K. Irving - J. Green,1610612742,DAL,2022-23,202681,1630182,20,426.0,120.0,116.6,3.4,0.564,0.201,0.706,0.628,98.73,0.493
-1630230-1630700-,N. Marshall - D. Daniels,1610612740,NOP,2022-23,1630230,1630700,50,425.0,104.1,108.9,-4.8,0.624,0.256,0.757,0.573,105.85,0.482
-1627741-1629052-,B. Hield - O. Brissett,1610612754,IND,2022-23,1627741,1629052,52,424.0,115.0,107.7,7.3,0.681,0.33,0.662,0.597,101.88,0.539
-1626159-1628404-,J. Winslow - J. Hart,1610612757,POR,2022-23,1626159,1628404,26,424.0,111.5,107.2,4.4,0.677,0.323,0.703,0.57,98.06,0.523
-1628398-1629060-,K. Kuzma - R. Hachimura,1610612764,WAS,2022-23,1628398,1629060,30,424.0,107.2,107.6,-0.4,0.595,0.274,0.697,0.571,103.31,0.508
-202681-203501-,K. Irving - T. Hardaway Jr.,1610612742,DAL,2022-23,202681,203501,18,423.0,125.4,112.4,13.0,0.586,0.168,0.721,0.666,98.78,0.549
-202695-202704-,K. Leonard - R. Jackson,1610612746,LAC,2022-23,202695,202704,28,423.0,116.7,104.9,11.8,0.538,0.266,0.75,0.603,99.85,0.54
-203486-1628372-,M. Plumlee - D. Smith Jr.,1610612766,CHA,2022-23,203486,1628372,34,423.0,104.4,110.9,-6.6,0.687,0.277,0.721,0.539,101.31,0.46
-202704-1629611-,R. Jackson - T. Mann,1610612746,LAC,2022-23,202704,1629611,44,422.0,105.2,114.4,-9.2,0.564,0.298,0.71,0.561,98.95,0.444
-202699-1627777-,T. Harris - G. Niang,1610612755,PHI,2022-23,202699,1627777,63,422.0,110.5,112.6,-2.1,0.624,0.246,0.697,0.597,100.14,0.498
-1627777-1630194-,G. Niang - P. Reed,1610612755,PHI,2022-23,1627777,1630194,55,421.0,107.7,112.8,-5.2,0.58,0.288,0.726,0.57,102.63,0.455
-1630587-1631105-,I. Livers - J. Duren,1610612765,DET,2022-23,1630587,1631105,39,421.0,104.6,113.7,-9.1,0.557,0.331,0.668,0.535,99.71,0.435
-1627783-1631132-,P. Siakam - C. Koloko,1610612761,TOR,2022-23,1627783,1631132,43,421.0,113.3,106.4,6.9,0.577,0.318,0.743,0.556,100.88,0.533
-1626220-1630560-,R. O'Neale - C. Thomas,1610612751,BKN,2022-23,1626220,1630560,42,421.0,112.8,115.0,-2.2,0.591,0.218,0.684,0.595,99.48,0.492
-1628372-1629667-,D. Smith Jr. - J. McDaniels,1610612766,CHA,2022-23,1628372,1629667,33,418.0,103.2,106.2,-3.0,0.592,0.279,0.688,0.532,104.48,0.5
-1630174-1630543-,A. Nesmith - I. Jackson,1610612754,IND,2022-23,1630174,1630543,46,417.0,110.8,117.1,-6.3,0.64,0.297,0.651,0.577,105.64,0.469
-1628370-1629056-,M. Monk - T. Davis,1610612758,SAC,2022-23,1628370,1629056,48,417.0,108.5,115.1,-6.6,0.646,0.239,0.688,0.581,105.68,0.46
-1630217-1631223-,D. Bane - D. Roddy,1610612763,MEM,2022-23,1630217,1631223,39,416.0,118.3,115.1,3.2,0.653,0.332,0.674,0.604,102.4,0.518
-1629234-1629642-,D. Eubanks - N. Little,1610612757,POR,2022-23,1629234,1629642,48,416.0,109.4,122.1,-12.7,0.563,0.28,0.692,0.583,100.06,0.435
